Partno,Judgement1,Word Pair,Judged Value,Recall,COS,LSA ,FSG,QSS.1,QCON.1,HAL.1,LogHAL.1,Subtlex.1,LogSub.1,Length.1,POS.1,Ortho.1,Phono.1,Phonemes.1,Syllables.1,Morphemes.1,AOA.1,Valence.1,Imageability.1,Familiarity.1,QCON.2,HAL.2,LogHAL.2,Subtlex.2,LogSub.2,Length.2,POS.2,Ortho.2,Phono.2,Phonemes.2,Syllables.2,Morphemes.2,AOA.2,Valence.2,Imageability.2,Familiarity.2,TSS.2,FSS.1,FSS.2,COSC.1,COSC.2
68,associative,Torch_Olympic,100,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
69,associative,Torch_Olympic,25,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
70,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
71,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
72,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
73,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
74,thematic,Torch_Olympic,50,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
75,thematic,Torch_Olympic,90,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
76,thematic,Torch_Olympic,90,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
77,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
78,thematic,Torch_Olympic,90,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
79,thematic,Torch_Olympic,100,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
80,thematic,Torch_Olympic,90,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
81,thematic,Torch_Olympic,70,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
82,thematic,Torch_Olympic,50,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
83,thematic,Torch_Olympic,90,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
84,thematic,Torch_Olympic,NA,NA,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
85,thematic,Torch_Olympic,40,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
86,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
87,thematic,Torch_Olympic,95,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
88,thematic,Torch_Olympic,100,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
89,thematic,Torch_Olympic,100,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
90,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
91,thematic,Torch_Olympic,75,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
92,thematic,Torch_Olympic,95,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
93,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
94,thematic,Torch_Olympic,100,NA,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
95,thematic,Torch_Olympic,75,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
96,thematic,Torch_Olympic,80,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
97,thematic,Torch_Olympic,80,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
98,thematic,Torch_Olympic,85,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
99,thematic,Torch_Olympic,80,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
100,thematic,Torch_Olympic,100,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
101,thematic,Torch_Olympic,70,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
102,thematic,Torch_Olympic,100,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
103,thematic,Torch_Olympic,30,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
104,thematic,Torch_Olympic,NA,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
105,thematic,Torch_Olympic,70,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
106,thematic,Torch_Olympic,NA,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
107,thematic,Torch_Olympic,85,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
108,thematic,Torch_Olympic,85,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
109,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
110,thematic,Torch_Olympic,100,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
111,thematic,Torch_Olympic,100,1,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
112,thematic,Torch_Olympic,100,0,0,0.087772,0.053,7,NA,2425,7.79,4.98,2.41,5,NN|VB,3,7,4,1,1,7.84,4.5,NA,NA,NA,2972,8,4.25,2.34,8,NN,0,0,8,3,2,8.31,NA,NA,NA,20,5,5,15,6
1,semantic,Force_Air,5,NA,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
2,semantic,Force_Air,NA,NA,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
3,semantic,Force_Air,100,NA,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
4,semantic,Force_Air,61,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
5,semantic,Force_Air,99,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
6,semantic,Force_Air,2,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
7,semantic,Force_Air,50,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
8,semantic,Force_Air,5,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
9,semantic,Force_Air,32,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
10,semantic,Force_Air,10,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
11,semantic,Force_Air,30,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
12,semantic,Force_Air,20,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
13,semantic,Force_Air,50,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
14,semantic,Force_Air,80,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
15,semantic,Force_Air,10,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
16,semantic,Force_Air,40,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
17,semantic,Force_Air,99,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
18,semantic,Force_Air,55,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
19,semantic,Force_Air,80,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
20,semantic,Force_Air,40,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
21,semantic,Force_Air,NA,NA,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
22,semantic,Force_Air,20,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
23,semantic,Force_Air,10,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
24,semantic,Force_Air,20,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
25,semantic,Force_Air,30,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
26,semantic,Force_Air,12,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
27,semantic,Force_Air,NA,NA,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
28,semantic,Force_Air,60,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
29,semantic,Force_Air,50,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
30,semantic,Force_Air,90,NA,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
31,semantic,Force_Air,45,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
32,semantic,Force_Air,35,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
33,semantic,Force_Air,20,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
34,semantic,Force_Air,10,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
35,semantic,Force_Air,NA,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
36,semantic,Force_Air,20,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
37,semantic,Force_Air,65,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
38,semantic,Force_Air,30,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
39,semantic,Force_Air,25,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
40,semantic,Force_Air,80,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
41,semantic,Force_Air,25,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
42,semantic,Force_Air,80,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
43,semantic,Force_Air,100,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
44,semantic,Force_Air,NA,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
45,semantic,Force_Air,75,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
46,associative,Force_Air,5,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
47,associative,Force_Air,30,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
48,associative,Force_Air,10,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
49,associative,Force_Air,30,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
50,associative,Force_Air,10,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
51,associative,Force_Air,70,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
52,associative,Force_Air,60,1,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
53,associative,Force_Air,50,0,0,0.123147,0.048,17,2.92,75365,11.23,70.67,3.56,5,NN|VB,3,21,4,1,1,6,4.17,NA,NA,5.67,81115,11.3,139.02,3.85,3,NN|VB,7,20,2,1,1,3.94,6.71,4.62,6.53,17,5,5,34,34
